date,text,emotion_label,sentiment_label,sentiment_score
2017-05-27 18:37:51,"I am a very free girl, I tend to talk to ppl like freely. Nd this happened. I have a boyfriend, which I love very much. Nd one time we went to his apartment to just fool around nd I met his roommate. He is a very talkative, ladies man. And he keeps complimenting me about my clothing nd my hair. He made me feel special unlike my boyfriend, which got me pretty attached to his roommate. Nd all I think about is him, complimenting me nd stuff like that. Nd I feel guilty for being such in love with his roommate.
Thank you for reading.",love,POSITIVE,0.997027575969696
2017-05-27 18:48:49,I got a confession to make am a dude with different kind of personality ...when ever I see a beautiful girl n I get attached with in a sec literally a sec that's how long it will take me and a min of talkin to love her .... then after me n her get into a disagreement it will take me 1 min to find another beautiful girl n do the same tng all over again.... if i find three beautiful girls there times i will love 3 at once.... am I a fuck boy?? Or a lover?,love,NEGATIVE,0.9804598689079285
2017-05-28 05:44:35,"Here is my confession.
I am a university student and I thought I was pretty decent girl.
When I got to the second semester of my first year, I got a boyfriend he is a very lovely, really affectionate man. We dated for like 2 months which we had sex by that time... Then one time I went to his dorm nd I met his friend, who is super hot. So we got to talking nd I had no choice but to be in love with him. I told him that I liked him, he said the same thing. We dated for a while, we had sex of course. Then I saw his other friend, nd the same goddamn thing happens again. I am now a 3rd year student, nd I have been with a lottttta guys already. I hate this behavior of me but I just can't help it. Is it that the guy's circle is rly hot. Or I am I just being a slut. This just hurts me everyday, nd I just wanted to get this off my chest. Thanks",disappointment,POSITIVE,0.5099419951438904
2017-05-28 08:36:58,"Trying to set your friend up with the girl he likes, who just happens to be someone you've been in love with for quite a while. Talking to her for him and getting to know her and falling in love with her even more. She's just perfect for you but you can't very well tell him that cause he's your friend and came to you with his feelings, what kind of a friend would that make you?
I think i know what I should and should not do. I just needed to get it out there, needed it to be heard.",neutral,NEGATIVE,0.8961904644966125
2017-05-28 09:55:31,"Im so rich. Im not bragging, im just so rich, i have everything ive ever wanted. But i cant find love. Why? Why?? Whats the problem? Is the problem with me? I dont brag and all, but im single. I just wanna let this out.",disappointment,NEGATIVE,0.9559899568557739
2017-05-28 11:30:20,"I need to let this out. 
I am a normal girl but weird and crazy in a good way. But love is not the thing I have. I like this guy at school. Seeing him is like joy for me. I knew deep down he likes me back but I don't know why he doesn't want me. He even told me to move on which is not the thing I expected. That is what he wanted so am trying to do that but it's so hard. If he could just knew how I feel bout him.... I don't know. Even though I ain't happy bout what he said but am still doing it cuz love doing things what the person u love makes him happy. I wanted to take a chance to be with him. He is like my soulmate. I tried to make him see how much I wanted to be with him but it wasn't enough or I wasn't that good at showing it. But how can I show him that when he keeps pushing me? You can't always get what u want right?! There is nothing I can do except moving on. I hope I will find the right one.",love,POSITIVE,0.8780035376548767
2017-05-29 14:27:16,"I need to get laid so bad right now.
Thank you.",gratitude,NEGATIVE,0.8419317603111267
2017-05-30 13:22:39,"I have a confession to make. 
I am a girl with feelings for the boy i dumped first and then ask him to be together and got dumped again. When we were together i didn't give him that much attention and it wasn't ma intention to be with him @ first place but did it anyway out of pity and i know i shouldnt have done that but now i have grown to like him ver much even now all i think about is him. And how i could make it up to him if we can just be together again, if he can just give me 1 more chance. And so i need your advice should i just stop thinking about him or what? Cause clearly he doesnt even wanne talk to me. Thanks",gratitude,NEGATIVE,0.9768083095550537
2017-06-12 19:34:05,"Hide my identity.
I have a confession to make. 
I got a call the day before yesterday with some curses at me and stupid threats from a number I didn't recognize. A little later, this ""ex"" I hadn't thought about in a very long time texts me. She calls me a bitch and that I'd pay for what I'd done. I call her and ask her what she's talking about but she wouldn't even give me a chance to deny her accusations; spits some curse words at me and hangs up. I text her saying I hadn't done anything and I've left her alone for all this time. She goes off at me and swears she'll make me pay for playing with her life. I promise her that if she doesn't leave me alone I'm gonna show her what playing with her life looks like. Her ""man,"" who was a friend of mine back in the day, then texts me with pretty much the same angry thoughts. I realized then that he was he one on the phone earlier. I block both their contacts and continue with my day. Then messenger says I've got a new message, from the sister. She asks why I'd been sending pictures of the ex to people, I tell her I hadn't and she's rational about it and let's it go. A little later I get a text from the ex. She threatens me some more and claims that since I've come after her family she has to make me pay. I ignore that text too. I've left them alone so far but they're pushing their luck. I'm usually a very nice guy but I've got something worse than the devil inside. I don't think even the devil can be as mean as me. I've got pictures of her. Interesting pictures. They'll be making an appearance on social media and her accusations of me sending pictures of her will finally come true. The best part about all of this is that they don't know what I've got in my arsenal. Stay happy people.
 Thanks",gratitude,NEGATIVE,0.9957692623138428
2017-06-13 10:29:27,"He can't love anyone yet. I know very well that his heart is exhausted to love anyone. As always I have been by his side, but he seems to still be living in the love of his past. I want him and I also resent him. Only him. The person who makes the days that are to come unendurable and hard. I don't want to know about his painful past and memories. Even when he laughs out loud, I know his heart is crying so I feel that I want to hug and embrace him tightly. But I am afraid my feelings will be discovered. Right now, he needs anyone to fill that empty spot in his heart. I want too much to just be a temporary source of rest for him. That's really enough for me. I wouldn't wish for more. Even though I hate him I still want him. Even though he makes me regret the future, I will only tell myself how I feel. I love you alot.",love,POSITIVE,0.9806665778160095
2017-06-13 22:00:40,"Its a good thing am drunk right now , here is my confession hide my identity !
 Am lost i really feel lost ever since sosi left me   she was my everything my life,my love my day & night i am nothing with out her ! Its been a year and a half since she left i tried to love agian but i couldn't , i just cant forget her , i tried to kill my self b/c of her . Life is just empty with my sosi in it  ! It hurts knowing that she's happy wit some one else! It hurts that some one else is kissing those lip , it hurts that she's saying i love u to some one else  !! I love u sosiye ! Bemen leresash mare ! Bemen
The painfull part is anchi resteshinale !!",sadness,NEGATIVE,0.9967132806777954
2017-06-14 08:38:52,I was in a relationship with some one like 2 years ago   but after me n her broke up because she cheated on me I jst could nt get back out there and start dating again I Hv not went on 1 date since me n her broke up idk why but everything keeps leading me to her I Hv asked her to get back together like idk 5 times neger gin she on the other hand moved on very quickly but now I'm jst like screw this I need to get back out there now but now I'm trying my best but I guess I'm a little rusty and out of game I'm that type of guy who believes in true love and all that crap but now I'm giving up on everything I Hv been trying to get back out there for like 2 years now gin no success what's so ever so I feel like I should give up,disappointment,NEGATIVE,0.9935591816902161
2017-06-15 00:24:25,"I confessed last time about liking someone and moving on menamin.
Well I kinda did. But shit happened. We hang out with another guy a lot. Have good days together and shit we made out and all that but all of the sudden he said we can not continue like this at first I was mad when he said that. But again when I thought bout it he was right. 
I am mad right now at my self. Very mad. Where can I find the one that I love. I think that only works in fairytale. I guess I expected a lot from this guy too. But sometimes u can't get what u want right?! But this is too much. I think am done finding that so called love shit!",love,NEGATIVE,0.9979653358459473
2017-06-15 06:14:01,"I have a confusion 2 make
Well I had a gr8 gf which I rly loved like a lot we have been together for 5 years .she was my first gf and nw after we broke up things don't feel the same ....the girls I get close 2 r not like her  or not even close 2 her and I know I will never find any body like her BT I just can't stop the feeling that I will never find anybody close 2 her ...so I think I better sit my as* down !! Thank u",confusion,NEGATIVE,0.941597580909729
2017-06-21 23:38:26,There was this girl i really like ena she've been postponing when she will see me and due to this procrastination ive kinda lost the feelings that i have and when i try forget about her she will appear again after like 3month or so and the feelings i have for her come up again and i feel like she is kinda playing with my feelings..what should i do,disappointment,NEGATIVE,0.9987685084342957
2017-06-24 08:34:48,"I hope this thing is anonymous cuz I'm about to drop some history on y'all. This is a story of me nd my bf. I was a 10th grade student, and he was 12. He was the greatest most considerate sweet thing I know. I bet u u don't know a guy like him, or u married him olready. We have been 2gether for like two years. But I have this problem. When I see pictures of couples, and like people talk about them, I get like very attracted to the other guy. So I saw this picture of a couple, nd I saw the guy he was cute. So endeminim biye, I got his number. Keza beka awarahut nd I mentioned his gf, so he didn't expect me to like make a move on him. Keza we talked bedemb, ena beka our convo started drifting off to a whole type of sex chat. I think he liked it too. But then a tragic thing happened, his gf saw the texts that we were having ena she like flipped on him. She said after all that we have been through, you go out nd cheat on me with some whore minamin alechiw. Keza she left him. He was heartbroken, i told him he has me. Then we started dating. Nd this is all happening while I was with my sweet bf. Ena beka tegenagnen. Beka yalaregnew neger yelem. Back then I felt nth But now I actually feel bad for cheating on my bf. Hope he is cheating on me too, cuz it would make things easier. But he never will nd IDK what to do now.",sadness,NEGATIVE,0.9944548010826111
2017-06-24 09:03:29,"Hi there. I need to get this off my chest. Six months ago, I met this guy on Facebook. We had amazing communication from the start and our talks moved from fb messenger to phone conversation. We don't spend a day without taking. Morning noon and night. Then our talks somewhat revolved into hot topics. We had deep fantasies about each other. The one problem though is that he said that all we were going to be is phone friends. He never wanted to meet. There is nothing he hasn't told me about him and me too. Then one time, we had a long discussion and we decided to meet, but as friends with benefits. And that day, I skipped off work, got a room and waited for him. And guess what, he forgot about it. When he found out, he was very shocked. Then we decided to meet on a Sunday and that time we did. It was such a beautiful time for me. Maybe for him, it was just physical but it was such an intimate time for me. After that day tho, he literally didn't even want to continue our friends with benefits agreement, not even those late night phone talks. Now we are meeting as simple friends, nothing more. I jump at any chance to meet him but he doesn't. The guy who didn't want to meet in person is hanging out with me almost three days of the week but now, he is making sure to show me that he thinks nothing of me except as his very good friend.",neutral,POSITIVE,0.9530718922615051
2017-06-25 11:01:38,I wanna make a confession. I'm the type of person that is nice humble due to that behavior of mine people find a way to step over me or use me and even manipulate me but now it's time that changes I'm different now,neutral,POSITIVE,0.9675094485282898
2017-06-25 12:48:04,"every time I close my eyes I see evil, I think evil, selfish, sad, dirty, terrible thoughts.
I desire too many, 
I urge for more,
But I mistreat what I have.
Keep up fake appearances.
I Smile even tho I'm dying in the inside and at the same time thinking about killing other's happiness.

Confused?
So am I",disappointment,NEGATIVE,0.9791346788406372
2017-06-25 12:57:23,i am truly helplessly utterly friendzoned.,sadness,NEGATIVE,0.9955384135246277
2017-06-25 13:05:53,"hmmm what not to confess on a Sunday? The fact that I cannot get over that ass hole ex of mine. The fact that he is dating someone else (not a girl better than me, beauty, intelligence, class, ass..... he knows that he can never get anyone better) while I am sitting here wondering (not wondering actually, going crazy with the all the guys around me) or the fact that one of my best friends is in love with me . Or the fact that my father has kids and a wife (officially married wife)  oooorrrrrrr the fact that I have a feeling that something is going to go wrong sometime soon? I think that it's that time of the year where shit is going down around me. Thanks for the time you took to read all this",gratitude,NEGATIVE,0.9974791407585144
2017-06-25 13:51:24,"I am without purpose. I feel like I am going through tunnel with no light at the end. Just never ending darkness. Infinite abyss.    All things I fancy have become dull and boring.    I feel nothing towards almost all my interests and hobbies. I have become indifferent.     I don't know why, I don't know how.    I am bemome that which I pity on others.     I fear of the fate that awaits me.    I am genuinely scared of what's to become of me.",fear,NEGATIVE,0.9991917014122009
2017-06-26 20:30:08,"Well the story starts with this girl. She was fun and cute....a full package she was.
We were great friends and on our way to become more until she suddenly shut me off.
And i was soo angry that. after some attempts to reconcile with her i just left her alone. When she got out of her eggshell I was nowhere to be found.
And now I am too ashamed to make things right again, even when i truly long for her.",disappointment,NEGATIVE,0.993225634098053
2017-06-26 20:53:28,"There is this guy i Like. He is soo nerdy and cute and funny and smart. I love every minute i soend with him but everytime i throw hints in his way to show him im into him he jus continues joking around. I dont think he sees me that way, and it truly sucks to not be noticed.
Jus wanted to get that out there",love,POSITIVE,0.924365758895874
2017-06-26 20:53:58,Okay this is weird... Can this be my 1st confession? Yes it can!  I like handsome guys. I mean what sane girl doesn't ryt? But I like looking at them not talking to them... The minute they open their mouth I lose interest!! Kinda dumb I know,love,NEGATIVE,0.9963706731796265
2017-06-26 20:54:25,Hi I'm here to confess and actually need advice on it I Hv this close friend we Hv been knowing each other for Idk 4 months now but apparently when I first met her my intentions were towards getting to know her more than a friend if u know what I mean I had more intentions than jst knowing her maybe r/p and all but things were diffrent and she actually was in a relationship so I changed my mind set and stayed friends with her as my feeling about her starts to change as friendship I started seeing signs that she might actually want me too but she jst keeps giving these signs that will make me stay me liking her and as I was  this close to moving on and friends feeling was strong she  told me that she is gonna end things with her man and wanna stay single forever i know for sure that she don't mean it gin I'm thinking that actually might be a sign of her shouting to save her gin what if it ain't please help guys I'm confused as far as I kno this girl is the first girl I actually liked after two years and should I persuit her or remain friends with her both choices have their own draw backs,confusion,NEGATIVE,0.9269766807556152
2017-07-04 13:52:15,"Have you ever felt happy when your parents scold you?.. well I have.. 

My mom and dad have been fighting constantly with each other since the day I remember. They hate each other so much for the things that they've done to eachother. And all I could ever do was to just sit there crying all night unable to do anything. I'm 18 now and I don't remember a time when all of us ( my mom's and dad's family) sat together had a funny conversation had fun or even talk. 
I've been trying to avoid them for the past couple of years, their quarrels and stuff.. All I do is sit in my bed hear them shout at eachother for no reason at all..

I remember them happily  talking to each other mostly when my dad was abroad. About 3 yrs before, my dad came back home because I wasn't scoring enough marks in my tests... But fortunately I passed in everything with his help.

Recently I had my 12th grade exam and while the exam was going on, the evening before Maths exam, they start fighting about some random thing and my dad hit mom.. and things escalated​.. and I interfered (i usually don't) which made it worse. And it some how ended, i don't remember exactly. it was a rough night for me. I couldn't sleep all night. I kept thinking of how all of this is my fault, my dad coming back home, me scoring low marks, me interfering, everything. And I stayed awake all night, just like most of the days. Next day I was unable to attend my exam properly because I was sleepy and tired from all the shit. Something similar happened on the evening before Physics exam too, and all went to shit.
Fast forward 1 and 1/2 months I get my results I failed in both Maths and Physics by 2 marks. 
Soon it all came down. My mom and dad were sad and blamed me for not studying ( they don't remember what happened on those days) .

And yesterday they fought again (not because of me) and It​ was a lot for me to take in and I shouted out How it was all their mistake that I failed that if they had shut up for two days! It would have made a difference. And since yesterday I haven't said a word to them.
Today evening my mom and dad were having a conversation ( I overheard accidentally) , 
They were talking about how big of a pain I was to them. And that I was lying of them being the reason that I failed. And that I never really cared about them fighting with eachother, that I was just a show off.

Eventhough it was supposed to make me feel sad and suicidal, it kinda made me happy for them. They were standing side by side even if it was to talk like this. 

I never had a friend who I trusted, maybe it's because I just don't trust anyone. I don't talk to people much, I don't share my feelings with anyone, maybe I'm afraid.

And this is just 1/2 of my life.. the reason why they hate eachother so much will itself take me an hour to type. 

And thank you Unihorse. For creating this channel I wouldn't​have shared this with anyone.",sadness,NEGATIVE,0.9989628791809082
2017-07-05 07:48:40,"I hardly went to any class this semester and i was punished for that. For those who have gone through calculus,many will be quick to tell you how they narrowly escaped the fucking unit, with a number of them vowing to never wanting to experience something like that ever again. Myself, i thought the lecture halls were too packed and too noisy to read in. I pushed my luck and decided to watch youtube tutorials at the expense of going to class. All was well since i  was in my own comforts pretending to learn as much as my counterparts, while i was secretly streaming kaniel outis(prison break) and king in the north(game of thrones) on my laptop. Come exams day, all the odds were stacked against me. The examination halls were scarcely packed with each student miles away from each other. Even with my perfect zooming capacity in my cheap geeky glasses, i could hardly peek on my neighbours big handwriting. The eerie creepy feeling of the halls were very sickening as wafts of print on paper hang loosely in the atmosphere like a roaming ghost,trying to scare away all the gradient dx/dy that i had hurriedly uploaded into my head the previous night.
Trouble really blew up immediately after writing my name and  registration details. I skimmed through the paper confident that my youtube experience was the exhaustion of everything calculus had to offer. Soon the only sounds were pen on paper amid a few dry coughs and muffled whispers that instantly went mum on the high pitched exam supervisor's voice. I was already in mental turmoil as i approached number one question, fazed by the diverse collection of jargons in the paper. As soon as i started writing,i was already crossing words and numbers as i realized i had hit a dead end. All around me papers were perusing pages as i sat there staring blanky at my cursed pen and answer booklet. A chic next to me was already onto the third, as i crafted meaningless formulae, creation of my own to match her few answers that i had glimpsed as she turned her papers. Gradually i tried to scribble along until hell broke loose when she suddenly rose up to hand in her booklets. Like a wave,desks got dragged as more people thronged to hand in,leaving me and a few others(must be fellow youtube students) in a sea of gloom and  doom of a looming retake. I think i will attend all classes henceforth.",annoyance,NEGATIVE,0.9993970394134521
2017-07-06 18:18:04,I'm secretly a potato king. I dominate the potatoverse with my charms and I'm afraid the other potatoes are angry at me.,fear,POSITIVE,0.7260152101516724
2017-07-06 21:55:30,I have craved love for as long as I can remember. I have loved...a lot more than I should. But I've never felt that love back. I never felt that i love you i get. Not from family or the partner i had. Its not that I have trust issue but idk why it just feels like I'm looking for the love I'll never get.,love,NEGATIVE,0.9783527851104736
2017-07-10 07:15:40,"I am a19 yrs old normal girl ....here is what happened i meet a guy on random talk recently and exchange username. We started talking everyday he is sweet gentle loveable.....i don't have words for him coz i've never and will never meet a guy like him.And i started to have feelings for him and so does he, he told me that he loved me and asked me to be his girlfriend and i said yes coz i have feelings too but there is one problem we live in different parts ov z world we both knew we cant meet each other but despite of that we are in rlnship ....as days pass i started feeling guilty coz i am holding him back to have his girl beside him to get lots of love and sexual life so i let go of him....told him that we have to stop talking ....but still now I JUST LOVE HIM SO MUCH IN A WAY THAT I HAVE NEVER LOVED ANYONE BEFORE!!! please don't forget me and i wont may GOD give you love piece and a happy life",love,POSITIVE,0.99790358543396
2017-07-10 20:41:46,"Bear with me. 
Being brought up in a very rich , very Christian and very happy family life was NEVER hard. Not once have i struggled or had a battle to fight.I had everything anyone could ask for and no worries engulfed me. I love to tell myself i have alot of friend's because of my mother kindness that was passed along me.. buh soon enough i always come to realise that it is infact my father's money that they see through my eyes. Grade after Grade i had my so called friend's use me again and again. I never stayed  much i used to get away the first chance i got thinking i would run into better ones but no they were the same if not worse. The first time i made friends which was in Day care i had been trashed and over loved in my family's name. In a littel town such as where im from a family like mine was a huge deal. Some babies hated it hence i was bullied at a daycare level. Some loved it and i was shown fake smiles of 6 year olds. Moving up here in Addis i enrolled in a new school and Book wormed my life. The first 2 grades passed in a flash. I never spoke to a soul in school yet i was aware of everyone and everything. I used to go up the stage four times per event and shower with awards for best achiever. I didnt like it. So in 3rd grade i opened up and i regret it till this day. I have met great people during the journey and i hate the fact that they mean so much. Without the influence of anything people started getting attached to me. I became a peoples magnet. Under the harsh speaking cuss dressed mouth of mine people started seeing my mothers kind smile imprinted on me. The warm feeling that sparks within me every time someone speaks kind of me and the dark that cloud my eyes everytime i make someone unhappy scares me. A foreign feeling which i came to fear. Fears turned into weakness. From weakness rised cruelty. Which is a point as low as one can go. Like a crime scene waiting to happen i dont know what i will do if i fall for someone or even worse if they leave me there.
How can i overcome the fear of holding on to people AND letting go of them? I appreciate the read.",love,POSITIVE,0.7907793521881104
2017-07-10 21:09:49,I have been in love with this boy for 2 years but he never felt the same about me. Infact I think he hated me a little. So now even though I have had many opportunities to move on Im still hung up on the guy and idk how am going to move on.,love,NEGATIVE,0.5323903560638428
2017-07-10 23:19:58,"I'm in a dilemma. I'm pissed not at anyone per say but at a stupid situation. Bella said I was too happy that my happy was making the world unbalanced so universe said enough on breaking down. Well I feel exactly like that, I was too happy this days with all the was going on in my life. I was enjoying myself. I was enjoying life. Life was undoubtedly and unbelievably beautiful. Until today. Now there is a big fight going on inside my head. The selfish me. The selfless me. The caring me, Some how helping both sides of the argument. To be continued.......",joy,POSITIVE,0.9811524152755737
2017-07-11 08:13:03,"I used to be a hopeless romantic until i was dumped by my ex....(for reason i could understand). Thing is its been really hard for me to move on n almost a year down the line i feel like am making progress but one thing is really bothering me. See my ex was a freak in bed, she was aggressive ,so vast on sex matters in short to me she was a sex god. After we broke up av hooked up with some chicks n they r not even close compared to her. I know i shouldnt compare her to nobody but its bugging me that its the only thing we shared that am still hung up on.....glad i could share",disappointment,NEGATIVE,0.9976868629455566
2017-07-11 08:22:27,"This confession is in no way a mockery to my parents or the efforts they have put in raising me especially my education but shit happens right?

This confession is about my university life. For a long time the only thing i wanted was to make my parents feel proud of the woman i will become but that's all gone now. To my parents they still can experience that but deep down to me it will never be as legit  as i would have wanted it to be.

I joined college a pure person, didn't know anything apart from  books. Everything from kissing, relationships, sex, drugs and money i learnt after joining college. it all began when i was given three super crazy roommates when i joined. Those three turned my world around. Everything they had was expensive, at first i thought they were from  rich families but turns out they weren't. They transformed me to a  naughty girl in a flash and soon i was in their bandwagon. The first  thing they introduced me to was weed. I grew up being taught the harmful effects of weed n i hated it with all my heart until those three showed up. weed makes one become open to new ideas, i did everything they did  I got into my first relationship with a fellow freshman. Had sex for the  first time with him, from there i became a sexual beast. On second year we rented a  room 3km from campus. we did everything in that room, sometimes smoking and drinking. Flirting with lecturers to pass the exam is a norm to me. my GPA is among the highest in class, i will graduate with a  first class honors come next year. We have been sleeping with older richer men for money. After school i will start my own fashion boutique because i have the capital to start(this men got cash). since this is an anonymous platform, i would also like to add that i've had two abortions in a period of two years, am not proud of that or myself.

It pains me when i think about my family back at home who see me as a role model to my siblings n are glad am going to finally make it in life of which i know i've used the wrong road. If i could have a do-over, i wouldn't follow the path am in now. If parents only knew what most of  their children turn out to be in campus. Anyway that's my confession.",disappointment,NEGATIVE,0.8752050995826721
2017-07-11 22:54:29,"There's this guy I know and I've grown to like. He's sweet, we've been on a couple of dates and I enjoy his company so very much. We're at that point my friends consider in a relationship lol. Thing is though, dating and being in a relationship are two different things for me. I think he's gotten comfortable . I'm dating other people. Getting to know who's what. A girl has gotta sample. Do I feel guilty? Yes. Would I like him to find out? Hmm... hell no. Up until he asks me to be his girlfriend... that's when I'll stop coz I already like him way too much anyway",joy,POSITIVE,0.974311113357544
2017-07-12 00:19:45,I've heard people say that I should wait until I find a guy I love till I loose ma virginity but I don't think that's a good idea. If we break up he'd be the guy I loved and gave my virginity to. It'll just be too painful.  I have no idea what to decide.,sadness,NEGATIVE,0.9995055198669434
2017-07-12 06:49:44,So there is this girl who I liked for a while now. I keep on being confused. My friends tell me I should move on but I feel like I should wait cause I get the feeling that I should. I've never been this confused about anything cause I like her. I really do.,confusion,NEGATIVE,0.8363843560218811
2017-07-12 07:50:23,"I hate myself, I hate that I'm a problem to other people. I don't want to be a problem but I am when drunk, I wish that there was someone could handle me the wat I am. He was there but not ny more. I'm a problem to him now too. I'm not worth the fucking trouble nymore. I feel so F-ing Bad. So bad it hurts. Why am I such a problem to people. I try so hard not to be. But I can't help it.i just can't. I want wat I want. Nd I want to have fun with them I just can't. Coz I'm a problem. I knw I am. But I thought I was worth the trouble. I guess I'm not. I'm not worth the trouble I'm not worth nything. I hate me. I hate myself.  But I love me nd I love myself. But I hate me at the same time. I don't want nybody to tell me that I'm an F-ing trouble. I don't want nybody to Handel me to sugar code nything. I just want somebody to trust me to believe in me nd to let me be. Why can't I find somebody like that. Either that's the problem or my personality is nd I don't want my personality to be a problem. I'm an F-ing problem. I'm a problem. Why the F am I a problem. This was wat I was afraid of. Nd became real. I hate me. I just want to go home. I'm going home tmrw. I want to go home tmrw. I want to go away from Ery body. From Ery body. I shouldn't have been here. I'm nothing but a problem.",anger,NEGATIVE,0.9983944296836853
2017-07-14 09:25:29,"I give up. I tried so hard to be their friend I tried so hard to ignore all the mean things they say and do to me. But I can't anymore. They finally did it. They broke me. They say friends are supposed to make you feel better. Fix you when idiots break you. So that makes them the idiots not my friends. What sucks is because of this I'm telling myself to be selfish. To not give a damn about anybody else. To only do me. But I don't want to become that.  I care. That's who I am. If I'm not that anymore I don't know who and what I'll be. But I have to admit the idea of being selfish doing only me is so damn attractive. I guess we will see what happens. What we won't see is them. All my plans of our kids becoming besties, us growing old together. It went up in smokes. They killed it nd they killed my spirit. They are making me wonder whether everything is temporary. And that sucks.",disappointment,NEGATIVE,0.7498329877853394
2017-07-14 09:32:34,"I live apart from my parents for some reason, which was my own choice,,..but leaving with the family am living with currently has made me realize nothing like family eventhough they are amazing and treat me very well, but different small mistreatments made me more sensitive over things than i ever was, 
I honestly dont want to go live with my family but still want a life on my own where I wont have to look up on others!",realization,POSITIVE,0.9958874583244324
2017-07-14 13:36:49,"Here i am confessing again 
I hate losing ppl i love. Am bout to lose my cousin too. Life is unfair this world is unfair.",sadness,NEGATIVE,0.998236894607544
2017-07-15 15:55:52,"Hello
I am the sword in the darkness
The watcher on the walls
I am the shield that guards the relms of men
I shall hold no land or father any children
I shall live and die at my post",neutral,NEGATIVE,0.9859981536865234
2017-07-16 08:21:13,I think my dick is dying,sadness,NEGATIVE,0.9980946183204651
2017-07-16 08:21:44,This is the funniest I have ever seen. I swear.,amusement,POSITIVE,0.9997958540916443
2017-07-16 21:10:32,"I'm a virgin
I'm getting to my point just wait
I'm drank so this will be easy.. I'm quite charming and girls are easy for me but when we're about to have sex I always chicken out. it's not that I don't like sex, I'm just petty religious
I don't want this to be just a confession I want it to be an advice",approval,NEGATIVE,0.9949022531509399
2017-07-16 21:37:13,"To my fellow virgin in the vent above, I know society these days can make you feel like you've failed or something if you haven't had sex before your teens are up. I credit much of that to the movies we most of the times choose to watch and how young people these days are starting to act. I say being a virgin is natural. I say you'll do it when you're ready. I'm 24, I'm a virgin and I'm proud of it. I'm proud I haven't shared that most intimate act with just anyone. I'll even add to it, I've never had a girlfriend or even kissed one. Not for lack of opportunity, but by choice. Just letting you know you're not alone.",pride,POSITIVE,0.9983037710189819
